SSRN Abstract URL,SSRN Article id,Article Title,Article Citation,Number of pages,Posted date,Last Revised,Authors,SSRN Downloads,SSRN Article Rank,SSRN Citations,Keywords
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=226403,226403,Per-Mile Premiums for Auto Insurance,NBER Working Paper No. w6934,55,2000-Jul-19,2022-Dec-14,{'Aaron S. Edli': 'University of California at Berkeley'},68,"520,076",none,
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2512584,2512584,Affirmative Action and Stereotypes in Higher Education Admissions,UC Berkeley Public Law Research Paper No. 2512584,32,2014-Oct-21,2018-May-30,"{'Prasad Krishnamurthy': 'University of California, Berkeley', 'Aaron S. Edli': 'University of California at Berkeley'}",165,"280,053",none,
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2515207,2515207,Affirmative Action and Stereotypes in Higher Education Admissions,NBER Working Paper No. w20629,33,2014-Oct-27,2022-May-15,"{'Prasad Krishnamurthy': 'University of California, Berkeley', 'Aaron S. Edli': 'University of California at Berkeley'}",20,"815,286",none,
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2997073,2997073,Hunting Unicorns? Experimental Evidence on Predatory Pricing Policies,"University of Zurich, Department of Economics, Working Paper No. 258",67,2017-Jul-07,2017-Nov-29,"{'Aaron S. Edlin, Catherine Roux, Armin Schmutzler': 'University of California at Berkeley, University of Basel, University of Zurich - Department of Economics', 'Christian Th\\xc3\\xb6ni': 'University of Lausanne'}",157,"291,577",2,
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=227981,227981,Discouraging Rivals: Managerial Rent-Seeking and Economic Inefficiencies,NBER Working Paper No. w4145,52,2002-Jan-23,2022-May-01,"{'Aaron S. Edlin': 'University of California at Berkeley', 'Joseph E. Stiglitz': 'Columbia University - Columbia Business School, Finance'}",113,"374,909",5,
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1024976,1024976,Voting as a Rational Choice: Why and How People Vote to Improve the Well-Being of Others,NBER Working Paper No. w13562,22,2007-Oct-31,2022-Jul-24,"{'Aaron S. Edlin, Andrew Gelman': 'University of Houston - Department of Political Science', 'Noah Kapla': 'Department of Political Science'}",87,"446,003",2,
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=225786,225786,"Holdups, Standard Breach Remedies, and Optimal Investment",NBER Working Paper No. w5007,43,2000-Sep-06,2022-Mar-09,"{'Aaron S. Edlin': 'University of California at Berkeley', 'Stefan J. Reichelstei': 'Stanford University - Stanford Graduate School of Business'}",87,"450,167",none,
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=10009,10009,"Holdups, Standard Breach Remedies, and Optimal Investment",,,1998-Jun-25,None,"{'Aaron S. Edlin': 'University of California at Berkeley', 'Stefan J. Reichelstei': 'Stanford University - Stanford Graduate School of Business'}",none,none,none,"affirmative action, stereotypes, education, admission policy"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2479114,2479114,NC Dental Antitrust Professors Amicus Brief,,44,2014-Aug-14,None,"{'Rebecca Haw Allensworth, Einer Elhauge': 'Vanderbilt University School of Law, Harvard Law School', 'Aaron S. Edli': 'University of California at Berkeley'}",81,"465,522",none,
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=501543,501543,Mixed Equilibria in Games of Strategic Complements are Unstable,UC Berkeley Competition Policy Center Working Paper No. CPC02-27,23,2004-Feb-16,None,"{'Federico Echenique': 'University of California at Berkeley', 'Aaron S. Edli': 'Social Sciences'}",57,"569,494",33,"predatory pricing, entry deterrence, firm strategy, antitrust law, experiment"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=691370,691370,Mixed Equilibria in Games of Strategic Complements Are Unstable,,,2005-Apr-14,None,"{'Federico Echenique': 'University of California at Berkeley', 'Aaron S. Edli': 'Social Sciences'}",none,none,none,
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1454936,1454936,What is the Probability Your Vote Will Make a Difference?,NBER Working Paper No. w15220,12,2009-Aug-18,2023-Feb-02,"{'Andrew Gelman, Nate Silver': 'University of California at Berkeley', 'Aaron S. Edli': 'Department of Political Science, affiliation not provided to SSRN'}",54,"574,175",none,
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=225380,225380,The Implicit Taxes from College Financial Aid,NBER Working Paper No. w5316,38,2000-Jun-19,2022-Jul-13,"{'Andrew R. Dick': 'Government of the United States of America - Economic Analysis Group', 'Aaron S. Edli': 'University of California at Berkeley'}",49,"599,059",4,
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=238137,238137,Cadillac Contracts and Up-Front Payments: Efficient Investment Under    Expectation Damages,NBER Working Paper No. w4915,36,2000-Aug-05,2022-Dec-08,{'Aaron S. Edli': 'University of California at Berkeley'},46,"627,993",2,
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=10004,10004,Cadillac Contracts and Up-Front Payments: Efficient Investment Under Expectation Damages,"Journal of Law, Economics, and Organization, Vol. 12, No. 1, 1996.",,1998-Jun-19,None,{'Aaron S. Edli': 'University of California at Berkeley'},none,none,none,
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4195779,4195779,Needed in Empirical Social Science: Numbers,,25,2022-Sep-19,None,"{'Aaron S. Edlin': 'University of California at Berkeley', 'Michael Love': 'University of California, Berkeley - Department of Economics'}",27,"734,335",none,"antitrust, state action, immunity, dental, Midcal, Parker, Goldfarb"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=114534,114534,Strict Single Crossing and the Spence-Mirrlees Condition: A Comment on Monotone Comparative Statics,,,1998-Sep-23,None,"{'Aaron S. Edlin': 'University of California at Berkeley', 'Chris Shanno': 'University of California, Berkeley - Department of Economics'}",none,none,none,
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=114535,114535,Strict Monotonicity in Comparative Statics,,,1998-Aug-12,None,"{'Aaron S. Edlin': 'University of California at Berkeley', 'Chris Shanno': 'University of California, Berkeley - Department of Economics'}",none,none,none,"Mmixed-strategy equilibrium, learning, supermodular games, strategic complementarities, equilibrium selection"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=88153,88153,"Do Guaranteed-Low-Price Policies Guarantee High Prices, and Can Antitrust Rise to the Challenge?",,,1998-May-15,None,{'Aaron S. Edli': 'University of California at Berkeley'},none,none,none,"Mmixed-strategy equilibrium, learning, supermodular games, strategic complementarities, equilibrium selection"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=54411,54411,Do Guaranteed-Low-Price Policies Guarantee High Prices and Can Antitrust Rise to the Challenge?,,,1998-Jan-20,None,{'Aaron S. Edli': 'University of California at Berkeley'},none,none,none,
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1141390,1141390,The Ethics of Deceptive Interrogation,"Vol. 11, Criminal Justice Ethics, 1992",10,2008-Jun-10,None,"{'Richard A. Leo': 'University of San Francisco', 'Jerome H. Skolnick': 'New York University School of Law'}","1,235","26,571",3,"Criminal procedure, criminal justice, law enforcement, interrogation techniques "
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2169189,2169189,Legacies of Legal Realism: The Sociology of Criminal Law and Criminal Justice,"Annual Review of Law and Social Science, Vol. 8, pp. 1-10, 2012",,2012-Oct-31,None,{'Jerome H. Skolnick': 'New York University School of Law'},none,none,none,
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1446862,1446862,Flash Cookies and Privacy,,8,2009-Aug-11,None,"{'Ashkan Soltani, Shannon Canty, Quentin Mayo, Lauren Thomas': 'University of California, Berkeley - School of Information, Clemson University, Jacksonville State University, Louisiana State University', 'Chris Jay Hoofnagle': 'University of California, Berkeley - School of Law'}","13,937",461,42,"Privacy, tracking, flash, cookies, local stored objects, usability, online advertising, behavioral targeting, self-help"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1898390,1898390,Flash Cookies and Privacy II: Now with HTML5 and ETag Respawning,,21,2011-Jul-30,None,"{'Mika D Ayenson, Dietrich James Wambach, Ashkan Soltani, Nathan Good': 'Worcester Polytechnic Institute (WPI), University of Wyoming, University of California, Berkeley - School of Information, Good Research', 'Chris Jay Hoofnagle': 'University of California, Berkeley - School of Law'}","10,536",777,56,"privacy, tracking, flash, cookies, local shared object, local stored object, online advertising, behavioral targeting, self-help, persistent identification element"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1589864,1589864,How Different are Young Adults from Older Adults When it Comes to Information Privacy Attitudes and Policies?,,20,2010-Apr-14,2014-Feb-01,"{'Chris Jay Hoofnagle, Jennifer King, Su Li': 'University of California, Berkeley - School of Law, Stanford Institute for Human-Centered Artificial Intelligence, University of California, Berkeley - School of Law', 'Joseph Turow': 'University of Pennsylvania - Annenberg School for Communicatio'}","8,107","1,219",83,"Behavioral advertising, online advertising, privacy, transparency, consumer protection, social networking, age, young"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1478214,1478214,Americans Reject Tailored Advertising and Three Activities that Enable It,,27,2009-Sep-29,None,"{'Joseph Turow, Jennifer King, Chris Jay Hoofnagle, Amy Bleakley': 'University of Pennsylvania - Annenberg School for Communication, Stanford Institute for Human-Centered Artificial Intelligence, University of California, Berkeley - School of Law, Annenberg Public Policy Center', 'Michael Hennessy': 'Annenberg Public Policy Cente'}","5,569","2,286",6,"Behavioral advertising, online advertising, privacy, transparency, consumer protection"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=962462,962462,Denialists\' Deck of Cards: An Illustrated Taxonomy of Rhetoric Used to Frustrate Consumer Protection Efforts,,19,2007-Feb-11,None,"{'Chris Jay Hoofnagle': 'University of California, Berkeley - School of Law'}","4,393","3,508",1,"lobbying, logic, rational thought, advocacy, libertarianism"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2103405,2103405,Mobile Phones and Privacy,"BCLT Research Paper Series, UC Berkeley Public Law Research Paper No. 2103405",33,2012-Jul-12,2017-Feb-11,"{'Jennifer M. Urban, Chris Jay Hoofnagle': 'University of California, Berkeley - School of Law, University of California, Berkeley - School of Law', 'Su Li': 'University of California, Berkeley - School of Law'}","3,561","5,028",12,"privacy, mobile phones, cell phones, law enforcement access, cell phone searches, search incident to arrest, mobile apps, address book sharing, contact list sharing, telemarketing, data retention, digital wallet"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=881294,881294,A Model Regime of Privacy Protection (Version 3.0),"GWU Law School Public Law Research Paper No. 132, University of Illinois Law Review, Vol. 2006, No. 2, 2006",48,2006-Feb-07,2014-Aug-02,"{'Daniel J. Solove': 'George Washington University Law School', 'Chris Jay Hoofnagle': 'University of California, Berkeley - School of Law'}","3,396","5,453",4,"privacy, databases, databrokers, ChoicePoint, identity theft, credit, legislation, regulation, information, security, data"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2045580,2045580,Mobile Payments: Consumer Benefits & New Privacy Concerns,,20,2012-Apr-24,2017-Feb-11,"{'Chris Jay Hoofnagle, Jennifer M. Urban': 'University of California, Berkeley - School of Law, University of California, Berkeley - School of Law', 'Su Li': 'University of California, Berkeley - School of Law'}","2,977","6,763",17,"Mobile payments, m-payments, privacy, location, survey research, consumer protection, identification, tracking, digital wallet"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2137601,2137601,Behavioral Advertising: The Offer You Cannot Refuse,"6 Harvard Law & Policy Review 273 (2012), UC Berkeley Public Law Research Paper No. 2137601",24,2012-Aug-30,None,"{'Chris Jay Hoofnagle, Ashkan Soltani, Nathan Good, Dietrich James Wambach': 'University of California, Berkeley - School of Law, University of California, Berkeley - School of Information, Good Research, University of Wyoming', 'Mika D Ayenso': 'Worcester Polytechnic Institute (WPI)'}","2,599","8,344",1,"Privacy, tracking, flash, cookies, local stored objects, usability, online advertising, behavioral targeting, self-help"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=699701,699701,A Model Regime of Privacy Protection (Version 2.0),,36,2005-Apr-06,None,"{'Daniel J. Solove': 'George Washington University Law School', 'Chris Jay Hoofnagle': 'University of California, Berkeley - School of Law'}","2,379","9,639",1,"Privacy, legislation, regulation, ChoicePoint, information, security, data"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2152135,2152135,Privacy and Modern Advertising: Most US Internet Users Want \'Do Not Track\' to Stop Collection of Data about their Online Activities,"Amsterdam Privacy Conference, 2012",27,2012-Oct-08,None,"{'Chris Jay Hoofnagle, Jennifer M. Urban': 'University of California, Berkeley - School of Law, University of California, Berkeley - School of Law', 'Su Li': 'University of California, Berkeley - School of Law'}","2,204","10,921",none,"behavioral advertising, online advertising, privacy, consumer protection, do not track, DNT, attitudes toward advertising, utility of advertising, medical website tracking, free offers"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=969441,969441,Identity Theft: Making the Known Unknowns Known,"Harvard Journal of Law and Technology, Vol. 21, Fall 2007",26,2007-Mar-13,2008-May-09,"{'Chris Jay Hoofnagle': 'University of California, Berkeley - School of Law'}","1,990","12,828",3,"identity theft, fraud, reporting, privacy, synthetic, fictitious, information security, social security numbers"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3254511,3254511,The European Union General Data Protection Regulation: What It Is And What It Means,UC Berkeley Public Law Research Pape,35,2018-Oct-16,2019-Feb-15,"{'Chris Jay Hoofnagle, Bart van der Sloot': 'iHub, Radboud University, Nijmege', 'Frederik Zuiderveen Borgesius': 'Society (TILT)'}","1,933","13,437",11,"Privacy, Data Protection, EU, European Union, General Data Protection Regulation, GDPR, Information Privacy, Consumer Privacy"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=681902,681902,A Model Regime of Privacy Protection (Version 1.1),,13,2005-Mar-11,None,"{'Daniel J. Solove': 'George Washington University Law School', 'Chris Jay Hoofnagle': 'University of California, Berkeley - School of Law'}","1,905","13,749",2,"Privacy, legislation, regulation, ChoicePoint, information, security, data"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1137990,1137990,Consumer Information Sharing: Where the Sun Still Don\'t Shine,,33,2008-May-27,None,"{'Chris Jay Hoofnagle': 'University of California, Berkeley - School of Law', 'Jennifer King': 'Stanford Institute for Human-Centered Artificial Intelligence'}","1,668","16,916",none,"Privacy, opt-in, opt-out, direct marketing, information sharing, SB 27, shine the light"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2778072,2778072,What We Buy When We \'Buy Now\',"165 University of Pennsylvania Law Review 317 (2017), UC Berkeley Public Law Research Paper No. 2778072",60,2016-May-15,2016-Dec-23,"{'Aaron Perzanowski': 'University of Michigan Law School', 'Chris Jay Hoofnagle': 'University of California, Berkeley - School of Law'}","1,620","17,679",none,"buy now, digital rights management, digital media, amazon, apple, kindle, itunes, memory hole, tethered devices, bundle of rights, contract non-readership, first sale, schema theory, EULA, survey research, warning label, short notice, materiality"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2235962,2235962,Free: Accounting for the Costs of the Internet\xe2\x80\x99s Most Popular Price,61 UCLA L. Rev. 606 (2014),65,2013-Mar-20,2023-Mar-17,"{'Chris Jay Hoofnagle': 'University of California, Berkeley - School of Law', 'Jan Whittingto': 'University of Washingto'}","1,356","23,127",3,"platform competition, zero prices and antitrust, transaction cost economics, TCE, free, free offers, privacy, social network services, right to delete, portability, right to be forgotten, Williamson, New Institutional Economics, Federal Trade Commission, FTC free guide, Chris Anderson, attention"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1997795,1997795,An Economic Map of Cybercrime,TPRC 2009,21,2012-Feb-02,None,"{'Alvaro C\\xc3\\xa1rdenas, Svetlana Radosavac, Jens Grossklags, John Chuang': 'affiliation not provided to SSRN, affiliation not provided to SSRN, affiliation not provided to SSRN, University of California, Berkeley - School of Information', 'Chris Jay Hoofnagle': 'University of California, Berkeley - School of Law'}","1,037","34,238",none,
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=582302,582302,"Big Brother\'s Little Helpers: How Choicepoint and Other Commercial Data Brokers Collect, Process, and Package Your Data for Law Enforcement",29 N.C.J. Int\'l L. & Com. Reg 595 (2003),44,2004-Aug-30,2014-Feb-27,"{'Chris Jay Hoofnagle': 'University of California, Berkeley - School of Law'}",891,"42,269",2,"Privacy, freedom of information, public records, law enforcement, national security"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=650162,650162,Putting Identity Theft on Ice: Freezing Credit Reports to Prevent Lending to Impostors,"Chris Hoofnagle, SECURING PRIVACY IN THE INTERNET AGE, Stanford University Press, 2005",13,2005-Mar-30,None,"{'Chris Jay Hoofnagle': 'University of California, Berkeley - School of Law'}",861,"44,292",none,"Privacy, security, identity theft, Fair Credit Reporting Act, social security number, credit"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1585564,1585564,Internalizing Identity Theft,13 UCLA Journal of Law and Technology 1 (Fall 2009),38,2010-Apr-06,2014-Oct-29,"{'Chris Jay Hoofnagle': 'University of California, Berkeley - School of Law'}",850,"45,090",none,"Identity Theft, fraud, credit"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2059154,2059154,Unpacking Privacy\'s Price,"Jan Whittington & Chris Jay Hoofnagle, Unpacking Privacy\'s Price, 90 North Carolina Law Review 1327 (2012)",44,2012-May-14,2023-Mar-17,"{'Jan Whittington': 'University of Washington', 'Chris Jay Hoofnagle': 'University of California, Berkeley - School of Law'}",770,"51,614",none,"antitrust, transaction cost economics, TCE, free, competition law, privacy, Facebook, social network services, right to delete, portability, right to be forgotten, Williamson, New Institutional Economics, Federal Trade Commission, FTC free guide, platform economics, zero price antitrust"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2800276,2800276,Federal Trade Commission Privacy Law and Policy - Chapter 6 Online Privacy,"Chris Jay Hoofnagle, Federal Trade Commission Privacy Law and Policy (Cambridge University Press 2016), UC Berkeley Public Law Research Paper No. 2800276",100,2016-Jul-11,None,"{'Chris Jay Hoofnagle': 'University of California, Berkeley - School of Law'}",760,"52,431",none,"history, unfair competition, kidvid, section 5, online privacy, children\'s privacy, information security, spam, telemarketing, SMS, malware, GLBA, FCRA, FDCPA, Safe Harbor, public choice, rational choice theory"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2703824,2703824,"Native Advertising and Endorsement: Schema, Source-Based Misleadingness, and Omission of Material Facts","Technology Science. 2015121503. December 15, 2015.",23,2015-Dec-17,2016-Dec-28,"{'Chris Jay Hoofnagle': 'University of California, Berkeley - School of Law', 'Eduard Meleshinsky': 'Bryan Schwartz Law'}",655,"63,777",none,"advertorial, native advertising, expert endorsement, white coat rule, paid post, ASME, testimonial, diet pills, embedded advertising, self-help, fenfluramine/phentermine, behaviorally targeted email, IAB, Atlantic Monthly Magazine, fake news, news faking, clickbait, disinformation"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1262130,1262130,What Californians Understand about Privacy Online,,33,2008-Sep-03,None,"{'Chris Jay Hoofnagle': 'University of California, Berkeley - School of Law', 'Jennifer King': 'Stanford Institute for Human-Centered Artificial Intelligence'}",642,"65,509",13,"Privacy, market, self-regulation, consumer protection, profiling, opt-in, opt-out"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2434800,2434800,Alan Westin\'s Privacy Homo Economicus,"49 Wake Forest Law Review 261 (2014), UC Berkeley Public Law Research Paper No. 2434800",60,2014-May-29,2015-Jul-26,"{'Chris Jay Hoofnagle': 'University of California, Berkeley - School of Law', 'Jennifer M. Urba': 'University of California, Berkeley - School of Law'}",633,"66,685",8,"Westin, privacy segmentation, knowledge gap, rational choice, consumer privacy, survey research, poll, mobile privacy"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2432955,2432955,How the Fair Credit Reporting Act Regulates Big Data,"Future of Privacy Forum Workshop on Big Data and Privacy: Making Ends Meet, 2013",6,2014-May-07,None,"{'Chris Jay Hoofnagle': 'University of California, Berkeley - School of Law'}",624,"67,918",none,"big data, fair credit reporting act, FCRA, use regulations, collection limitation"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2656482,2656482,"Information Privacy Law Scholars\' Brief in Spokeo, Inc. v. Robins","UC Berkeley Public Law Research Paper No. 2656482, Minnesota Legal Studies Research Paper No. 15-27, Fordham Law Legal Studies Research Paper No. 2656482, Loyola Law School, Los Angeles Legal Studies Research Paper No. 2015-32, U. of Pittsburgh Legal Studies Research Paper No. 2015-32",46,2015-Sep-06,2015-Sep-12,"{'Julie E. Cohen, Chris Jay Hoofnagle, William McGeveran, Paul Ohm, Joel R. Reidenberg, Neil M. Richards, David Thaw': 'Georgetown University Law Center, University of California, Berkeley - School of Law, University of Minnesota Law School, Georgetown University Law Center, Fordham University School of Law, Washington University School of Law, University of Pittsburgh - School of Law', 'Lauren E. Willis': 'Loyola Law School Los Angeles'}",615,"69,511",1,"Article III standing, injury, harm, privacy, Fair Credit Reporting Act, FCRA, data brokers, modern hiring practices, consumer reporting, inaccuracy, background checks"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2703814,2703814,Web Privacy Census,"Technology Science. 2015121502, Online",28,2015-Dec-17,None,"{'Ibrahim Altaweel, Nathan Good': 'Good Research, Good Research', 'Chris Jay Hoofnagle': 'University of California, Berkeley - School of Law'}",413,"111,097",none,
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2460547,2460547,Web Privacy Census,,10,2014-Jul-01,None,"{'Chris Jay Hoofnagle': 'University of California, Berkeley - School of Law', 'Nathan Good': 'Good Research'}",199,"237,192",9,"privacy, tracking, flash, cookies, local shared object, local stored object, online advertising, behavioral targeting, self-help, persistent identification element"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2901526,2901526,The Federal Trade Commission\'s Inner Privacy Struggle,"Chris Jay Hoofnagle, The Federal Trade Commission\xe2\x80\x99s Inner Privacy Struggle, in The Cambridge Handbook of Consumer Privacy (Evan Selinger, Jules Polonetsky, & Omer Tene, eds) (Cambridge\r\nUniversity Press 2017, Forthcoming)., UC Berkeley Public Law Research Paper No. 2901526",18,2017-Jan-23,2018-Oct-02,"{'Chris Jay Hoofnagle': 'University of California, Berkeley - School of Law'}",491,"91,694",none,"web tracking, privacy, cookies, flash cookies, LSOs, HTML5 cookies"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1380702,1380702,"Beyond Google and Evil: How Policy Makers, Journalists and Consumers Should Talk Differently About Google and Privacy","First Monday, Vol. 14, No. 4-6, April 2009",20,2009-Apr-15,2012-Oct-26,"{'Chris Jay Hoofnagle': 'University of California, Berkeley - School of Law'}",491,"91,474",1,"privacy, cost benefit analysis, disciplinarity, consumer protection, case selection and evaluation, intra-institution conflict, market for privacy, dysfunctional equilibrium, game theory"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1133075,1133075,Research Report: What Californians Understand About Privacy Offline,,31,2008-May-15,None,"{'Chris Jay Hoofnagle': 'University of California, Berkeley - School of Law', 'Jennifer King': 'Stanford Institute for Human-Centered Artificial Intelligence'}",486,"92,616",2,"Privacy, Google"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2183417,2183417,Privacy and Advertising Mail,Berkeley Center for Law & Technology Research Pape,25,2012-Dec-04,None,"{'Chris Jay Hoofnagle, Jennifer M. Urban': 'University of California, Berkeley - School of Law, University of California, Berkeley - School of Law', 'Su Li': 'University of California, Berkeley - School of Law'}",476,"94,965",1,"Privacy, market, self-regulation, consumer protection, profiling, opt-in, opt-out"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3010205,3010205,FTC Regulation of Cybersecurity and Surveillance,"Chris Jay Hoofnagle, FTC Regulation of Cybersecurity and Surveillance, in The Cambridge Handbook of Surveillance Law, David Gray and Stephen Henderson, eds., Cambridge University Press 2017, UC Berkeley Public Law Research Paper ",21,2017-Aug-03,2018-May-17,"{'Chris Jay Hoofnagle': 'University of California, Berkeley - School of Law'}",456,"99,856",none,"Privacy, advertising mail, direct marketing, direct mail, saturation mail, patron mail, standard mail, junk mail, privacy as limited access to the self, privacy-control, prohibitory order, self regulation"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1639161,1639161,New Challenges to Data Protection Study - Country Report: United States,"European Commission Directorate-General Justice, Freedom and Security Report, May 2010 ",56,2010-Jul-14,None,"{'Chris Jay Hoofnagle': 'University of California, Berkeley - School of Law'}",438,"104,723",none,"cybersecurity, consumer protection, CDA 230, encryption, quality of consent, software product liability"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2514381,2514381,The Privacy Pragmatic as Privacy Vulnerable,"Symposium on Usable Privacy and Security (SOUPS 2014) Workshop on Privacy Personas and Segmentation (PPS), July 9-11, 2014, Menlo Park, CA, UC Berkeley Public Law Research Paper No. 2514381",5,2014-Oct-26,None,"{'Jennifer M. Urban': 'University of California, Berkeley - School of Law', 'Chris Jay Hoofnagle': 'University of California, Berkeley - School of Law'}",429,"107,287",none,"Privacy, Data Protection, Comparative"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4002823,4002823,What is Denialism?,,14,2022-Feb-10,None,"{'Mark Hoofnagle': 'Washington University in St. Louis School of Medicine', 'Chris Jay Hoofnagle': 'University of California, Berkeley - School of Law'}",411,"113,159",3,"survey research, westin, privacy pragmatists, consumer vulnerability, privacy knowledge, privacy attitudes"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2468200,2468200,Online Privacy: Towards Informational Self-Determination on the Internet,"Dagstuhl Manifestos, Vol. 1, Issue 1, pp. 1-20, 2011",20,2014-Jul-20,None,"{'Simone Fischer-Hu\\xcc\\x88bner, Chris Jay Hoofnagle, Ioannis Krontiris, Kai Rannenberg': 'Karlstad University, University of California, Berkeley - School of Law, Goethe University, Goethe University Frankfurt', 'Michael Waidne': 'Fraunhofer SIT'}",253,"188,565",none,"Disinformation, misinformation, fake news, conspiracy, selectivity, cherry-picking, fake experts, impossible expectations, moving goalposts, FLICC, inoculation, technique rebuttal, holocaust denial, decision making heuristics, motivated reasoning, cultural cognition,"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2468556,2468556,Online Privacy \xe2\x80\x93 Towards Informational Self-Determination on the Internet,"Digital Enlightenment Yearbook 2013 (Hildebrandt, M., O\'Hara, K., Waidner, M., eds.) ",16,2014-Jul-21,None,"{'Simone Fischer-Hu\\xcc\\x88bner, Chris Jay Hoofnagle, Ioannis Krontiris, Kai Rannenberg, Michael Waidner': 'Karlstad University, University of California, Berkeley - School of Law, Goethe University, Goethe University Frankfurt, Fraunhofer SIT', 'Caspar Bowde': 'Independe'}",152,"300,018",none,
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1448365,1448365,Exploring Information Sharing through California\xe2\x80\x99s \'Shine the Light\' Law,,11,2009-Aug-16,None,"{'Lauren Thomas': 'Louisiana State University', 'Chris Jay Hoofnagle': 'University of California, Berkeley - School of Law'}",401,"116,322",none,"Online Social Networks, Informational Self-Determination, Privacy Enhancing Technologies, Data Protection Directive"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2728003,2728003,Federal Trade Commission Privacy Law and Policy (Introduction and Excerpt),"C. Hoofnagle, Federal Trade Commission Privacy Law and Policy, Cambridge University Press, 2016",34,2016-Feb-06,2016-Feb-24,"{'Chris Jay Hoofnagle': 'University of California, Berkeley - School of Law'}",393,"118,725",1,"Online privacy, privacy-enhancing technologies, transparency-enhancing tools, data protection directive"
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2707163,2707163,Assessing the Federal Trade Commission\'s Privacy Assessments,"Chris Jay Hoofnagle, Assessing the Federal Trade Commission\xe2\x80\x99s Privacy Assessments, 14(2) IEEE Security & Privacy 58\xe2\x80\x9364 (Mar/Apr. 2016)",11,2016-Mar-19,None,"{'Chris Jay Hoofnagle': 'University of California, Berkeley - School of Law'}",316,"150,697",none,"Privacy, opt-in, opt-out, direct marketing, information sharing, SB 27, shine the light"
